Run,Sens,Strategy,PI,RS
199,0.9,Concealers,6271.36,6.82
199,0.9,Revealers,5762.36,6.56
200,0.9,Concealers,7903.64,7.6
200,0.9,Revealers,7515.26,7.38
201,1,Concealers,5138.58,6.24
201,1,Revealers,6305.66,6.88
202,1,Concealers,6437.82,6.9
202,1,Revealers,7599.54,7.42
203,1,Concealers,5290.32,6.24
203,1,Revealers,6110.36,6.64
204,1,Concealers,5749.12,6.52
204,1,Revealers,5862.48,6.66
205,1,Concealers,5164.96,6.26
205,1,Revealers,6887.26,6.98
206,1,Concealers,6113.6,6.78
206,1,Revealers,6762.8,7.08
207,1,Concealers,5170.34,6.22
207,1,Revealers,5600.7,6.38
208,1,Concealers,4672.72,5.9
208,1,Revealers,5842.1,6.5
209,1,Concealers,5445.36,6.5
209,1,Revealers,6792.98,7
210,1,Concealers,6266.94,6.88
210,1,Revealers,5451.54,6.46
211,1,Concealers,6505.22,6.86
211,1,Revealers,5451.22,6.46
212,1,Concealers,4857.52,6.12
212,1,Revealers,7114.22,7.18
213,1,Concealers,7234.52,7.06
213,1,Revealers,4863.84,6.02
214,1,Concealers,5840.08,6.38
214,1,Revealers,4682.22,6
215,1,Concealers,3698.48,5.52
215,1,Revealers,5699.6,6.32
216,1,Concealers,4852.34,6.26
216,1,Revealers,7055.32,7.14
217,1,Concealers,5787.06,6.66
217,1,Revealers,7957.98,7.62
218,1,Concealers,6438.48,6.64
218,1,Revealers,4818.04,6.14
219,1,Concealers,6612.32,6.82
219,1,Revealers,5470.28,6.58
220,1,Concealers,6038.86,6.76
220,1,Revealers,6100.72,6.58
