"Run","competitor_radius","search_radius","Strategy","PI","RS"
998,4,3,"Revealers",5975.32,6.62
999,4,3,"Concealers",6312.72,6.46
999,4,3,"Revealers",3805.54,5.48
1000,4,3,"Concealers",7490.06,7.36
1000,4,3,"Revealers",6401.86,6.88
1001,4,4,"Concealers",7037.64,7.18
1001,4,4,"Revealers",6521.48,6.68
1002,4,4,"Concealers",5643.6,6.22
1002,4,4,"Revealers",4060.14,5.38
1003,4,4,"Concealers",7186.24,7.26
1003,4,4,"Revealers",6975.5,6.94
1004,4,4,"Concealers",6237.62,6.38
1004,4,4,"Revealers",3718.4,5.28
1005,4,4,"Concealers",5079.14,5.66
1005,4,4,"Revealers",3592.04,5.18
1006,4,4,"Concealers",6250.78,6.56
1006,4,4,"Revealers",4779.32,5.86
1007,4,4,"Concealers",6684.06,6.6
1007,4,4,"Revealers",4217.56,5.72
1008,4,4,"Concealers",4795.74,5.64
1008,4,4,"Revealers",3318.3,4.96
1009,4,4,"Concealers",7826.08,7.5
1009,4,4,"Revealers",7025.06,7.18
1010,4,4,"Concealers",6071.38,6.42
1010,4,4,"Revealers",4684.84,5.6
1011,4,4,"Concealers",7627.16,7.12
1011,4,4,"Revealers",4947.76,6.06
1012,4,4,"Concealers",5263.92,5.82
1012,4,4,"Revealers",3453.94,5.1
1013,4,4,"Concealers",7155.6,7.22
1013,4,4,"Revealers",6004.8,6.38
1014,4,4,"Concealers",6163.92,6.34
1014,4,4,"Revealers",3019.68,4.98
1015,4,4,"Concealers",5833.16,6.18
1015,4,4,"Revealers",3660.64,5.42
1016,4,4,"Concealers",9072.08,8.02
1016,4,4,"Revealers",6148.64,6.84
1017,4,4,"Concealers",6944.58,6.84
1017,4,4,"Revealers",4968.56,6.06
1018,4,4,"Concealers",6145.4,6.66
1018,4,4,"Revealers",5756.46,6.36
1019,4,4,"Concealers",6425.74,6.7
1019,4,4,"Revealers",3884.06,5.54
1020,4,4,"Concealers",5336.26,5.9
1020,4,4,"Revealers",3635.94,5.22
1021,4,4,"Concealers",7151.66,7.22
1021,4,4,"Revealers",6787.58,6.76
1022,4,4,"Concealers",7816.42,7.5
1022,4,4,"Revealers",6940.96,6.94
1023,4,4,"Concealers",8011.52,7.6
1023,4,4,"Revealers",6111.3,6.66
1024,4,4,"Concealers",7987.12,7.36
1024,4,4,"Revealers",6049.66,6.72
1025,4,4,"Concealers",6232.98,6.7
1025,4,4,"Revealers",4678.52,5.62
1026,4,4,"Concealers",5446.88,5.96
1026,4,4,"Revealers",4244.46,5.54
1027,4,4,"Concealers",8237.94,7.44
1027,4,4,"Revealers",5316.74,6.26
1028,4,4,"Concealers",4041.44,4.64
1028,4,4,"Revealers",1525.44,3.8
1029,4,4,"Concealers",7995.92,7.44
1029,4,4,"Revealers",6003.14,6.58
1030,4,4,"Concealers",6778.26,6.82
1030,4,4,"Revealers",4133.78,5.76
1031,4,4,"Concealers",6039.6,6.1
1031,4,4,"Revealers",3371.38,5.06
1032,4,4,"Concealers",5872.16,6.18
1032,4,4,"Revealers",4199.62,5.52
1033,4,4,"Concealers",6675.6,6.8
1033,4,4,"Revealers",5905.08,6.28
1034,4,4,"Concealers",7723.56,7.42
1034,4,4,"Revealers",6630.18,6.82
1035,4,4,"Concealers",7468.24,7.26
1035,4,4,"Revealers",5590.34,6.48
1036,4,4,"Concealers",7426.62,7.34
1036,4,4,"Revealers",6115.4,6.5
1037,4,4,"Concealers",6187.64,6.52
1037,4,4,"Revealers",4822.92,5.88
1038,4,4,"Concealers",7500.56,7.18
1038,4,4,"Revealers",4983.1,6.06
1039,4,4,"Concealers",6601.1,6.66
1039,4,4,"Revealers",4123.66,5.52
1040,4,4,"Concealers",7002.6,6.92
1040,4,4,"Revealers",4830.74,5.92
1041,4,4,"Concealers",7059.88,6.98
1041,4,4,"Revealers",4694.28,5.9
1042,4,4,"Concealers",5641.16,5.88
1042,4,4,"Revealers",2929.6,4.86
1043,4,4,"Concealers",5861.84,6.18
1043,4,4,"Revealers",3292.84,5.06
1044,4,4,"Concealers",6044.52,6.4
1044,4,4,"Revealers",4137.08,5.62
1045,4,4,"Concealers",7255.42,7.2
1045,4,4,"Revealers",6818.54,6.88
1046,4,4,"Concealers",6756.32,6.8
1046,4,4,"Revealers",4140.82,5.7
1047,4,4,"Concealers",7698.28,7.36
1047,4,4,"Revealers",5736.78,6.32
1048,4,4,"Concealers",8043.6,7.46
1048,4,4,"Revealers",5399.32,6.32
1049,4,4,"Concealers",7340.86,7.24
1049,4,4,"Revealers",5221.52,6.06
1050,4,4,"Concealers",6375.22,6.52
1050,4,4,"Revealers",4694.52,5.74
1051,4,4,"Concealers",7484.88,7.34
1051,4,4,"Revealers",6679.86,6.7
1052,4,4,"Concealers",7681.48,7.28
1052,4,4,"Revealers",5773.34,6.44
1053,4,4,"Concealers",5474.78,5.82
1053,4,4,"Revealers",3448.18,4.86
1054,4,4,"Concealers",6037.84,6.46
1054,4,4,"Revealers",4926.7,5.72
1055,4,4,"Concealers",6777.9,7.04
1055,4,4,"Revealers",6679.6,6.74
1056,4,4,"Concealers",7082.1,6.62
1056,4,4,"Revealers",4140.96,5.56
1057,4,4,"Concealers",7902.64,7.42
1057,4,4,"Revealers",5990.7,6.62
1058,4,4,"Concealers",5582.38,6.16
1058,4,4,"Revealers",4735.58,5.84
1059,4,4,"Concealers",8077.74,7.46
1059,4,4,"Revealers",5799.44,6.5
1060,4,4,"Concealers",6732.34,6.86
1060,4,4,"Revealers",6765.24,6.8
1061,4,4,"Concealers",6846.2,6.82
1061,4,4,"Revealers",5509.5,6.36
1062,4,4,"Concealers",7612.2,7.5
1062,4,4,"Revealers",6972.16,6.96
1063,4,4,"Concealers",7266.64,7.08
1063,4,4,"Revealers",5240.78,6.12
1064,4,4,"Concealers",6036.64,6.56
1064,4,4,"Revealers",5282.28,6.04
1065,4,4,"Concealers",7502.24,7.16
1065,4,4,"Revealers",5629.7,6.4
1066,4,4,"Concealers",7922.82,7.34
1066,4,4,"Revealers",6805.76,6.98
1067,4,4,"Concealers",6130.28,6.28
1067,4,4,"Revealers",3743.28,5.5
1068,4,4,"Concealers",7883.16,7.18
1068,4,4,"Revealers",5929.98,6.44
1069,4,4,"Concealers",5506.14,6.16
1069,4,4,"Revealers",4165.46,5.3
1070,4,4,"Concealers",5790.58,6.14
1070,4,4,"Revealers",3078.32,5
1071,4,4,"Concealers",7138.18,7.1
1071,4,4,"Revealers",6852.16,6.82
1072,4,4,"Concealers",6939.82,6.96
1072,4,4,"Revealers",5398.6,6.18
1073,4,4,"Concealers",7142.16,7.02
1073,4,4,"Revealers",5290.9,6.3
1074,4,4,"Concealers",6785.08,7.02
1074,4,4,"Revealers",7152.48,6.9
1075,4,4,"Concealers",6640.46,6.76
1075,4,4,"Revealers",4945.78,6.04
1076,4,4,"Concealers",7829.4,7.36
1076,4,4,"Revealers",5458.96,6.34
1077,4,4,"Concealers",7401.46,7.3
1077,4,4,"Revealers",6942.28,6.88
1078,4,4,"Concealers",5681.52,6.24
1078,4,4,"Revealers",3702.1,5.36
1079,4,4,"Concealers",8406.2,7.74
1079,4,4,"Revealers",6479.24,6.86
1080,4,4,"Concealers",5712.18,6.36
1080,4,4,"Revealers",4630.4,5.82
1081,4,4,"Concealers",7688.4,7.48
1081,4,4,"Revealers",5950.86,6.58
1082,4,4,"Concealers",6856.7,6.68
1082,4,4,"Revealers",3965.94,5.52
1083,4,4,"Concealers",6533.58,6.6
1083,4,4,"Revealers",4194.02,5.66
1084,4,4,"Concealers",6370.56,6.24
1084,4,4,"Revealers",3985.34,5.54
1085,4,4,"Concealers",7990.16,7.44
1085,4,4,"Revealers",5479.6,6.34
1086,4,4,"Concealers",8341.78,7.56
1086,4,4,"Revealers",5693.2,6.32
1087,4,4,"Concealers",5608.82,5.66
1087,4,4,"Revealers",2986,4.94
1088,4,4,"Concealers",7265.28,7.24
1088,4,4,"Revealers",6290.6,6.68
1089,4,4,"Concealers",6835.1,7.06
1089,4,4,"Revealers",6484,6.72
1090,4,4,"Concealers",5854,6.26
1090,4,4,"Revealers",5148.46,5.86
1091,4,4,"Concealers",7866.58,7.42
1091,4,4,"Revealers",6023.46,6.68
1092,4,4,"Concealers",7401.32,7.26
1092,4,4,"Revealers",6329.92,6.66
1093,4,4,"Concealers",7360.76,7.12
1093,4,4,"Revealers",5728.82,6.58
1094,4,4,"Concealers",7513,7.12
1094,4,4,"Revealers",4792.1,5.96
1095,4,4,"Concealers",7487.22,7.16
1095,4,4,"Revealers",5213.66,6.2
1096,4,4,"Concealers",5887.96,6.58
1096,4,4,"Revealers",7711.32,7.38
1097,4,4,"Concealers",9027.68,7.94
1097,4,4,"Revealers",5639.1,6.38
1098,4,4,"Concealers",7101.68,7.06
1098,4,4,"Revealers",5276.18,6.12
1099,4,4,"Concealers",6243.02,6.34
1099,4,4,"Revealers",3793.86,5.32
1100,4,4,"Concealers",6190.66,6.42
1100,4,4,"Revealers",3892.52,5.4
1101,4,5,"Concealers",8360.56,7.58
1101,4,5,"Revealers",5892.32,6.66
1102,4,5,"Concealers",7309.18,7.22
1102,4,5,"Revealers",7203.42,6.9
1103,4,5,"Concealers",7118.2,7.06
1103,4,5,"Revealers",6243.82,6.48
1104,4,5,"Concealers",6878,6.86
1104,4,5,"Revealers",5404.4,6.04
1105,4,5,"Concealers",5517.4,5.88
1105,4,5,"Revealers",3245.34,5.1
1106,4,5,"Concealers",6501.32,6.46
1106,4,5,"Revealers",3847.04,5.36
1107,4,5,"Concealers",5581.84,6.2
1107,4,5,"Revealers",4627.64,5.66
1108,4,5,"Concealers",7874.48,7.54
1108,4,5,"Revealers",7222.22,7.08
1109,4,5,"Concealers",7975.72,6.96
1109,4,5,"Revealers",5930.24,6.42
1110,4,5,"Concealers",7347.22,7.44
1110,4,5,"Revealers",6395.8,6.74
1111,4,5,"Concealers",7587.16,7.18
1111,4,5,"Revealers",4545.48,5.74
1112,4,5,"Concealers",7518.86,7.2
1112,4,5,"Revealers",5886.66,6.36
1113,4,5,"Concealers",6217.08,6.3
1113,4,5,"Revealers",3291.52,5.1
1114,4,5,"Concealers",8467.74,7.66
1114,4,5,"Revealers",6158.74,6.64
1115,4,5,"Concealers",5665.22,6.02
1115,4,5,"Revealers",3503.62,5.06
1116,4,5,"Concealers",6306.1,6.62
1116,4,5,"Revealers",6237.92,6.46
1117,4,5,"Concealers",7770.2,7.58
1117,4,5,"Revealers",7206.46,7.06
1118,4,5,"Concealers",7845.16,7.4
1118,4,5,"Revealers",5769.5,6.52
1119,4,5,"Concealers",7390.24,7.2
1119,4,5,"Revealers",6674.84,6.94
1120,4,5,"Concealers",6641.32,6.44
1120,4,5,"Revealers",3701.52,5.22
1121,4,5,"Concealers",5971.82,6.3
1121,4,5,"Revealers",5201,6.08
1122,4,5,"Concealers",7917.88,7.36
1122,4,5,"Revealers",6085.18,6.56
1123,4,5,"Concealers",5563.44,6.18
1123,4,5,"Revealers",3607.86,5.14
1124,4,5,"Concealers",6391.12,6.4
1124,4,5,"Revealers",4714.8,6.02
1125,4,5,"Concealers",7645.24,7.18
1125,4,5,"Revealers",5102.4,6.1
1126,4,5,"Concealers",7419.8,7.32
1126,4,5,"Revealers",7245.14,6.86
1127,4,5,"Concealers",7129.34,7.06
1127,4,5,"Revealers",6667.08,6.56
1128,4,5,"Concealers",6647.6,6.44
1128,4,5,"Revealers",3450.5,5.18
1129,4,5,"Concealers",8130.46,7.42
1129,4,5,"Revealers",5704.08,6.48
1130,4,5,"Concealers",6599.74,6.78
1130,4,5,"Revealers",5816.82,6.5
1131,4,5,"Concealers",7510.42,7.3
1131,4,5,"Revealers",7600.34,7.2
1132,4,5,"Concealers",7549.72,7.12
1132,4,5,"Revealers",5934.54,6.62
1133,4,5,"Concealers",8391.28,7.56
1133,4,5,"Revealers",6474.1,6.74
1134,4,5,"Concealers",5611.74,5.96
1134,4,5,"Revealers",3794.72,5.12
1135,4,5,"Concealers",6136.08,6.38
1135,4,5,"Revealers",4540.72,5.38
1136,4,5,"Concealers",6433.24,6.3
1136,4,5,"Revealers",3513.42,5.14
1137,4,5,"Concealers",7030.18,7.22
1137,4,5,"Revealers",7854.9,7.24
1138,4,5,"Concealers",7376.04,7.18
1138,4,5,"Revealers",6952.48,6.9
1139,4,5,"Concealers",6314.56,6.16
1139,4,5,"Revealers",3491.76,5.28
1140,4,5,"Concealers",7870.5,7.32
1140,4,5,"Revealers",7550.06,7.04
1141,4,5,"Concealers",6104.12,6.32
1141,4,5,"Revealers",4468.08,5.68
1142,4,5,"Concealers",7756.3,7
1142,4,5,"Revealers",4875.18,5.98
1143,4,5,"Concealers",6492.04,6.5
1143,4,5,"Revealers",3589.7,5.32
1144,4,5,"Concealers",7643.92,7.16
1144,4,5,"Revealers",5503.12,6.36
1145,4,5,"Concealers",6021.22,5.94
1145,4,5,"Revealers",2944.5,4.78
1146,4,5,"Concealers",6615.28,6.4
1146,4,5,"Revealers",3411.48,5.2
1147,4,5,"Concealers",7200.4,7.24
1147,4,5,"Revealers",7408.06,7.08
1148,4,5,"Concealers",4956.06,5.62
1148,4,5,"Revealers",3730.92,5.18
1149,4,5,"Concealers",7241.16,7.16
1149,4,5,"Revealers",6469.16,6.66
1150,4,5,"Concealers",7406.84,7.02
1150,4,5,"Revealers",5411.3,6.2
1151,4,5,"Concealers",5266.24,5.92
1151,4,5,"Revealers",2751.66,4.84
1152,4,5,"Concealers",7531.52,7.12
1152,4,5,"Revealers",4919.08,6.16
1153,4,5,"Concealers",7768.62,7.32
1153,4,5,"Revealers",7000.34,7.08
1154,4,5,"Concealers",7537.5,7.32
1154,4,5,"Revealers",7117.82,7.06
1155,4,5,"Concealers",7634.9,7.18
1155,4,5,"Revealers",6513.08,6.84
1156,4,5,"Concealers",6361.86,6.32
1156,4,5,"Revealers",4215.28,5.52
1157,4,5,"Concealers",5839.52,6
1157,4,5,"Revealers",4037.2,5.28
1158,4,5,"Concealers",7149.4,6.84
1158,4,5,"Revealers",5404.62,6.24
1159,4,5,"Concealers",7511.86,7.3
1159,4,5,"Revealers",7556.74,7.18
1160,4,5,"Concealers",7918.1,7.5
1160,4,5,"Revealers",5810.06,6.54
1161,4,5,"Concealers",8233.8,7.54
1161,4,5,"Revealers",6171.94,6.68
1162,4,5,"Concealers",6128.96,6.06
1162,4,5,"Revealers",3252.06,5
1163,4,5,"Concealers",8364.62,7.58
1163,4,5,"Revealers",6154.36,6.8
1164,4,5,"Concealers",8798.62,7.7
1164,4,5,"Revealers",6144.4,6.44
1165,4,5,"Concealers",7694.28,7.16
1165,4,5,"Revealers",5350.96,6.16
1166,4,5,"Concealers",5971.92,6.02
1166,4,5,"Revealers",3661.76,5.26
1167,4,5,"Concealers",8331.92,7.46
1167,4,5,"Revealers",6025.34,6.6
1168,4,5,"Concealers",7506.24,7.14
1168,4,5,"Revealers",5142.26,6.16
1169,4,5,"Concealers",5437.36,5.96
1169,4,5,"Revealers",4221.22,5.4
1170,4,5,"Concealers",6643.06,6.9
1170,4,5,"Revealers",6075.72,6.46
1171,4,5,"Concealers",6768.02,6.88
1171,4,5,"Revealers",7045.12,7.02
1172,4,5,"Concealers",6990.92,7.06
1172,4,5,"Revealers",6704.94,6.88
1173,4,5,"Concealers",8550.82,7.64
1173,4,5,"Revealers",7117.54,7.14
1174,4,5,"Concealers",8133.52,7.48
1174,4,5,"Revealers",5530.76,6.48
1175,4,5,"Concealers",6949.7,6.8
1175,4,5,"Revealers",3858.78,5.42
1176,4,5,"Concealers",8578.02,7.62
1176,4,5,"Revealers",5164.56,6.08
1177,4,5,"Concealers",6293.46,6.56
1177,4,5,"Revealers",4649.42,5.82
1178,4,5,"Concealers",7363.82,7.16
1178,4,5,"Revealers",6886.22,6.94
1179,4,5,"Concealers",8578.12,7.5
1179,4,5,"Revealers",6726.12,6.94
1180,4,5,"Concealers",6354.2,6.56
1180,4,5,"Revealers",4804.64,5.78
1181,4,5,"Concealers",6349.18,6.42
1181,4,5,"Revealers",3487.22,5.22
1182,4,5,"Concealers",7413.18,7.1
1182,4,5,"Revealers",4836.54,5.82
1183,4,5,"Concealers",6922.48,7.02
1183,4,5,"Revealers",7132.74,6.96
1184,4,5,"Concealers",7647.76,7.44
1184,4,5,"Revealers",6590.56,7
1185,4,5,"Concealers",7531.92,7.26
1185,4,5,"Revealers",6708.96,6.88
1186,4,5,"Concealers",6081.3,6.32
1186,4,5,"Revealers",3184.44,4.88
1187,4,5,"Concealers",8416.1,7.6
1187,4,5,"Revealers",5624.5,6.3
1188,4,5,"Concealers",7952.48,7.46
1188,4,5,"Revealers",6187.06,6.7
1189,4,5,"Concealers",7214.6,7.1
1189,4,5,"Revealers",7002.3,6.9
1190,4,5,"Concealers",5810.74,6.1
1190,4,5,"Revealers",3904,5.26
1191,4,5,"Concealers",6464.78,6.5
1191,4,5,"Revealers",5548.18,6.06
1192,4,5,"Concealers",6502.76,6.48
1192,4,5,"Revealers",3821.44,5.5
1193,4,5,"Concealers",8233.18,7.6
1193,4,5,"Revealers",5719.04,6.48
1194,4,5,"Concealers",7279.2,7.02
1194,4,5,"Revealers",4431.56,5.78
1195,4,5,"Concealers",7704.76,7.28
1195,4,5,"Revealers",5532.82,6.3
1196,4,5,"Concealers",6543.36,6.78
1196,4,5,"Revealers",5228.24,5.98
1197,4,5,"Concealers",6441.46,6.48
1197,4,5,"Revealers",3391.1,5.22
1198,4,5,"Concealers",6599.26,6.74
1198,4,5,"Revealers",5235.8,5.98
1199,4,5,"Concealers",6617.76,6.84
1199,4,5,"Revealers",6994.68,6.9
1200,4,5,"Concealers",7508.22,7.42
1200,4,5,"Revealers",7583.62,7.2
1201,5,2,"Concealers",7781.16,7.42
1201,5,2,"Revealers",6207.72,6.86
1202,5,2,"Concealers",4754.84,5.5
1202,5,2,"Revealers",2201.5,4.5
1203,5,2,"Concealers",7371.56,7.48
1203,5,2,"Revealers",5229.68,6.36
1204,5,2,"Concealers",7261.88,7.26
1204,5,2,"Revealers",5432.58,6.32
1205,5,2,"Concealers",8375.18,7.8
1205,5,2,"Revealers",7145.94,7.2
1206,5,2,"Concealers",8121.52,7.7
1206,5,2,"Revealers",5104,6.36
1207,5,2,"Concealers",8008.44,7.5
1207,5,2,"Revealers",5357.16,6.38
1208,5,2,"Concealers",7698.12,7.46
1208,5,2,"Revealers",5369.62,6.44
1209,5,2,"Concealers",6870.42,7
1209,5,2,"Revealers",5044.32,6.22
1210,5,2,"Concealers",7838.02,7.68
1210,5,2,"Revealers",5655.02,6.58
1211,5,2,"Concealers",6689.26,6.9
1211,5,2,"Revealers",4689.84,6
1212,5,2,"Concealers",8208.64,7.76
1212,5,2,"Revealers",6039.96,6.74
1213,5,2,"Concealers",7917.6,7.56
1213,5,2,"Revealers",5175.06,6.3
1214,5,2,"Concealers",8273.98,7.6
1214,5,2,"Revealers",5273.54,6.36
1215,5,2,"Concealers",8371.72,7.8
1215,5,2,"Revealers",5867.6,6.6
1216,5,2,"Concealers",8257.2,7.78
1216,5,2,"Revealers",5964.44,6.64
1217,5,2,"Concealers",6915.48,7.02
1217,5,2,"Revealers",4241.5,5.74
1218,5,2,"Concealers",6607.62,6.86
1218,5,2,"Revealers",4232.94,5.74
1219,5,2,"Concealers",7938.7,7.5
1219,5,2,"Revealers",5849.08,6.64
1220,5,2,"Concealers",8009.02,7.64
1220,5,2,"Revealers",5028.32,6.22
1221,5,2,"Concealers",7588.18,7.46
1221,5,2,"Revealers",7363.66,7.36
1222,5,2,"Concealers",7807.38,7.54
1222,5,2,"Revealers",5045.02,6.26
1223,5,2,"Concealers",7852.56,7.56
1223,5,2,"Revealers",5265.22,6.38
1224,5,2,"Concealers",8649.82,7.96
1224,5,2,"Revealers",5583.34,6.56
1225,5,2,"Concealers",7084.26,7.16
1225,5,2,"Revealers",5441.46,6.24
1226,5,2,"Concealers",6955.96,7.12
1226,5,2,"Revealers",4767.32,6.08
1227,5,2,"Concealers",7717.72,7.6
1227,5,2,"Revealers",6388.8,6.92
1228,5,2,"Concealers",6986.1,7.12
1228,5,2,"Revealers",4769.14,6.18
1229,5,2,"Concealers",6840.36,6.98
1229,5,2,"Revealers",5698.32,6.4
1230,5,2,"Concealers",7959.54,7.68
1230,5,2,"Revealers",5811.4,6.68
1231,5,2,"Concealers",7496.92,7.42
1231,5,2,"Revealers",7555.84,7.42
1232,5,2,"Concealers",7027.92,7.12
1232,5,2,"Revealers",5296.26,6.48
1233,5,2,"Concealers",8211.2,7.76
1233,5,2,"Revealers",5463.84,6.52
1234,5,2,"Concealers",6227.34,6.72
1234,5,2,"Revealers",5167.48,6.26
1235,5,2,"Concealers",6839.36,6.9
1235,5,2,"Revealers",3829.38,5.54
1236,5,2,"Concealers",7237.8,7.34
1236,5,2,"Revealers",6223.5,6.8
1237,5,2,"Concealers",7374.44,7.28
1237,5,2,"Revealers",5774.6,6.58
1238,5,2,"Concealers",6463,6.84
1238,5,2,"Revealers",5164.96,6.24
1239,5,2,"Concealers",8012.66,7.68
1239,5,2,"Revealers",5817.72,6.64
1240,5,2,"Concealers",7323.68,7.4
1240,5,2,"Revealers",5724.76,6.64
1241,5,2,"Concealers",7634.84,7.54
1241,5,2,"Revealers",5613.5,6.42
1242,5,2,"Concealers",7377.44,7.3
1242,5,2,"Revealers",4110.72,5.7
1243,5,2,"Concealers",7243.32,7.32
1243,5,2,"Revealers",4805.58,6.08
1244,5,2,"Concealers",5861.18,6.34
1244,5,2,"Revealers",3746.7,5.48
1245,5,2,"Concealers",7895.74,7.56
1245,5,2,"Revealers",5458.74,6.44
1246,5,2,"Concealers",6218.72,6.46
1246,5,2,"Revealers",4839.54,6
1247,5,2,"Concealers",7179.18,7.26
1247,5,2,"Revealers",6178.9,6.78
1248,5,2,"Concealers",7312.2,7.24
1248,5,2,"Revealers",4976.06,6.3
1249,5,2,"Concealers",6434.02,6.8
1249,5,2,"Revealers",5010.86,6.16
1250,5,2,"Concealers",7429.44,7.3
1250,5,2,"Revealers",5261.74,6.28
1251,5,2,"Concealers",5556.3,6.16
1251,5,2,"Revealers",3208.6,5.32
1252,5,2,"Concealers",6937.88,7.18
1252,5,2,"Revealers",6211.62,6.76
1253,5,2,"Concealers",8134.92,7.7
1253,5,2,"Revealers",5755.38,6.6
1254,5,2,"Concealers",7119.56,7.18
1254,5,2,"Revealers",5274.96,6.4
1255,5,2,"Concealers",7998.88,7.58
1255,5,2,"Revealers",5436.7,6.58
1256,5,2,"Concealers",8271.98,7.76
1256,5,2,"Revealers",5834.86,6.62
1257,5,2,"Concealers",7801.24,7.5
1257,5,2,"Revealers",6424.82,6.86
1258,5,2,"Concealers",7371.9,7.2
1258,5,2,"Revealers",4522.64,5.96
1259,5,2,"Concealers",5849.3,6.24
1259,5,2,"Revealers",3326.9,5.3
1260,5,2,"Concealers",8614.04,7.94
1260,5,2,"Revealers",5442.18,6.42
1261,5,2,"Concealers",7587.96,7.32
1261,5,2,"Revealers",5678.44,6.54
1262,5,2,"Concealers",6076.56,6.56
1262,5,2,"Revealers",4308.38,5.76
1263,5,2,"Concealers",7856.56,7.58
1263,5,2,"Revealers",5995.14,6.62
1264,5,2,"Concealers",7166.88,7.08
1264,5,2,"Revealers",5517.62,6.34
1265,5,2,"Concealers",7998.28,7.62
1265,5,2,"Revealers",6863.26,7.1
1266,5,2,"Concealers",7703.12,7.54
1266,5,2,"Revealers",6611.84,7.02
1267,5,2,"Concealers",6748.46,6.96
1267,5,2,"Revealers",5214.44,6.26
1268,5,2,"Concealers",7718.32,7.38
1268,5,2,"Revealers",5413.54,6.32
1269,5,2,"Concealers",7549.44,7.38
1269,5,2,"Revealers",5722.06,6.52
1270,5,2,"Concealers",8232.38,7.76
1270,5,2,"Revealers",4909.86,6.14
1271,5,2,"Concealers",7910.76,7.58
1271,5,2,"Revealers",6270.64,6.72
1272,5,2,"Concealers",6391.48,6.84
1272,5,2,"Revealers",5488.24,6.4
1273,5,2,"Concealers",7329.34,7.3
1273,5,2,"Revealers",5307.62,6.38
1274,5,2,"Concealers",7744.44,7.44
1274,5,2,"Revealers",5317.84,6.38
1275,5,2,"Concealers",7931.28,7.54
1275,5,2,"Revealers",5314.18,6.36
1276,5,2,"Concealers",8395.4,7.92
1276,5,2,"Revealers",6141.26,6.78
1277,5,2,"Concealers",6722.88,6.86
1277,5,2,"Revealers",4524.18,5.94
1278,5,2,"Concealers",5526.06,6.02
1278,5,2,"Revealers",3069.3,5.06
1279,5,2,"Concealers",6580.88,6.84
1279,5,2,"Revealers",5001.64,6.12
1280,5,2,"Concealers",6475.08,6.72
1280,5,2,"Revealers",2958.24,5.22
1281,5,2,"Concealers",6272.04,6.48
1281,5,2,"Revealers",3508.72,5.4
1282,5,2,"Concealers",6214.44,6.5
1282,5,2,"Revealers",3598.72,5.34
1283,5,2,"Concealers",6789.34,6.84
1283,5,2,"Revealers",4397.92,5.76
1284,5,2,"Concealers",6340.86,6.68
1284,5,2,"Revealers",3831.76,5.6
1285,5,2,"Concealers",8053.64,7.56
1285,5,2,"Revealers",6086.56,6.8
1286,5,2,"Concealers",6694.52,6.82
1286,5,2,"Revealers",4417.8,5.86
1287,5,2,"Concealers",7707.26,7.5
1287,5,2,"Revealers",6052.58,6.6
1288,5,2,"Concealers",7750.76,7.42
1288,5,2,"Revealers",4688.82,6.08
1289,5,2,"Concealers",6110.6,6.54
1289,5,2,"Revealers",4167.24,5.8
1290,5,2,"Concealers",7997.18,7.68
1290,5,2,"Revealers",5885.22,6.62
1291,5,2,"Concealers",6926.68,7.06
1291,5,2,"Revealers",4399.44,5.92
1292,5,2,"Concealers",7360.5,7.3
1292,5,2,"Revealers",4444.48,5.98
1293,5,2,"Concealers",8243.08,7.72
1293,5,2,"Revealers",5058.12,6.1
1294,5,2,"Concealers",7150.68,7.22
1294,5,2,"Revealers",5506.82,6.42
1295,5,2,"Concealers",7191.52,7.2
1295,5,2,"Revealers",4822.28,6.04
1296,5,2,"Concealers",5205.32,6.14
1296,5,2,"Revealers",3069.14,5.08
1297,5,2,"Concealers",7299.2,7.18
1297,5,2,"Revealers",4398.68,5.9
1298,5,2,"Concealers",8325,7.8
1298,5,2,"Revealers",5815.36,6.76
1299,5,2,"Concealers",8235.88,7.78
1299,5,2,"Revealers",5510.18,6.48
1300,5,2,"Concealers",7934.68,7.66
1300,5,2,"Revealers",6229.64,6.84
1301,5,3,"Concealers",8097.92,7.5
1301,5,3,"Revealers",6343.94,6.68
1302,5,3,"Concealers",6108.12,6.58
1302,5,3,"Revealers",4971.46,5.94
1303,5,3,"Concealers",6561.34,6.74
1303,5,3,"Revealers",5177.02,6
1304,5,3,"Concealers",8538.66,7.78
1304,5,3,"Revealers",5602.52,6.46
1305,5,3,"Concealers",7805.2,7.42
1305,5,3,"Revealers",6189.54,6.78
1306,5,3,"Concealers",6370.3,6.4
1306,5,3,"Revealers",3287.94,5.2
1307,5,3,"Concealers",7924.24,7.68
1307,5,3,"Revealers",6301.96,6.76
1308,5,3,"Concealers",5651.84,6.1
1308,5,3,"Revealers",3456.68,5
1309,5,3,"Concealers",7602.8,7.38
1309,5,3,"Revealers",6125.12,6.68
1310,5,3,"Concealers",6848.88,6.76
1310,5,3,"Revealers",5058.6,6.06
1311,5,3,"Concealers",5829.42,6.14
1311,5,3,"Revealers",3547.44,5.24
1312,5,3,"Concealers",5256.88,5.72
1312,5,3,"Revealers",3646.62,5.08
1313,5,3,"Concealers",6519.5,6.86
1313,5,3,"Revealers",4769.18,6
1314,5,3,"Concealers",6083.68,6.18
1314,5,3,"Revealers",3114.86,4.94
1315,5,3,"Concealers",5978.86,6.36
1315,5,3,"Revealers",3311.36,5.12
1316,5,3,"Concealers",5483.26,6.14
1316,5,3,"Revealers",4359.72,5.72
