"Run","Sens","Strategy","PI","RS"
2004,0.4,"Concealers",7612.6,7.45
2004,0.4,"Revealers",5477.91666666667,6.56666666666667
2005,0.4,"Concealers",7880.175,7.675
2005,0.4,"Revealers",7084.21666666667,7.21666666666667
2006,0.4,"Concealers",8599.125,7.875
2006,0.4,"Revealers",6437.66666666667,6.91666666666667
2007,0.4,"Concealers",7318.3,7.175
2007,0.4,"Revealers",4024.56666666667,5.63333333333333
2008,0.4,"Concealers",9052.9,8.25
2008,0.4,"Revealers",6570.68333333333,7.06666666666667
2009,0.4,"Concealers",9055.375,8.2
2009,0.4,"Revealers",6165.86666666667,6.75
2010,0.4,"Concealers",7010.8,7.05
2010,0.4,"Revealers",5112.16666666667,6.23333333333333
2011,0.4,"Concealers",7291.4,7.35
2011,0.4,"Revealers",5398.5,6.4
2012,0.4,"Concealers",8641.875,7.925
2012,0.4,"Revealers",5662.16666666667,6.65
2013,0.4,"Concealers",7789.125,7.575
2013,0.4,"Revealers",6420.55,6.9
2014,0.4,"Concealers",8518.55,7.875
2014,0.4,"Revealers",7027.66666666667,7.25
2015,0.4,"Concealers",7330.65,7.3
2015,0.4,"Revealers",5183.6,6.26666666666667
2016,0.4,"Concealers",8782.325,7.975
2016,0.4,"Revealers",5720.38333333333,6.5
2017,0.4,"Concealers",6690.725,6.925
2017,0.4,"Revealers",4099.1,5.78333333333333
2018,0.4,"Concealers",6130.325,6.525
2018,0.4,"Revealers",4159.3,5.71666666666667
2019,0.4,"Concealers",9124.125,8.125
2019,0.4,"Revealers",6090.68333333333,6.76666666666667
2020,0.4,"Concealers",8221.85,7.775
2020,0.4,"Revealers",6601.2,7.03333333333333
2021,0.4,"Concealers",8398.075,7.875
2021,0.4,"Revealers",5522.2,6.36666666666667
2022,0.4,"Concealers",6421.875,6.7
2022,0.4,"Revealers",4941.63333333333,6.16666666666667
2023,0.4,"Concealers",8456.475,7.8
2023,0.4,"Revealers",5499.78333333333,6.45
2024,0.4,"Concealers",8187.45,7.725
2024,0.4,"Revealers",6378.3,6.83333333333333
2025,0.4,"Concealers",6368.225,6.625
2025,0.4,"Revealers",4584.95,5.95
2026,0.4,"Concealers",7953.15,7.6
2026,0.4,"Revealers",6685.5,7
